answer_content,answer_id,answer_voted,question_id,user_id,user_agrees,user_edu,user_exp,user_followed,user_helped,user_interest,user_intro,user_recommends,user_saved,user_specialty,user_thanks,question_tags,question_content
"Anxiety Yes, but it is more likely that if you concentrate on the way you feel you will find something is making you feel uneasy or not yourself - you may not be able to 'put a finger on it. '.",457436,1,137846,11089661,756,"Pace University, NYC; Doctor of Psychology (Psy.D.) in Clinical-Child-School Psychology Pace University, NYC; Master of Science in School Psychology Fairleigh Dickison University, Teaneck, NJ: Master of Arts in Theoretical Psychology Fairleigh Dickinson University, Bachelor of Arts in Psychology",26years,"[11125605, 10005107, 10038441, 10014353, 10052978, 10052334, 10014033, 10075023, 11045923, 12777891, 11832999, 10526410, 10014299, 11202683, 10523999, 11487542, 11109994, 11940386, 12384496, 11503678]","420,483","[Panic attacks, Eating disorders, Post traumatic stress disorder, Poor nutrition, Vitamin deficiency, Anxiety disorder, Racing mind]","Clinical psychologist in independent practice since 1990. Specialties in psychotherapy of adults, adolescents, and children; anxiety disorders, PTSD, depressive disorders, psychological evaluations of learning disorders in children, school functioning, pre- and post-marital therapy, and crisis intervention and Critical Incident Stress Management, and psychology and psychotherapy of law enforcement personnel and their families. Dr. Levenson has worked with police and law enforcement officers (local, state, and federal) and their families for many years conducting individual, family, and group psychotherapy and psychological testing. Dr. Levenson has been recognized as an expert in the amelioration of police stress and has published on the topic. He has written over three dozen articles and numerous book reviews. After serving a five-year term as Editor, Dr. Levenson is currently Associate Editor of the International Journal of Emergency Mental Health, a peer-reviewed, scholarly publication, and has helped bring research on police stress from traumatic incidents to the international psychological and police communities. Dr. Levenson’s credentials include certification as a Traumatic Stress Specialist from the Association of Traumatic Stress Specialists; certification as a Traumatologist by the Green Cross Foundation; and he is aFellow of the American Academy of Experts in Traumatic Stress. From September 11, 2001, to November, 2002, Dr. Levenson was on-site at Ground Zero of the World Trade Center participating in Critical Incident Stress Management (CISM) group and individual debriefings of NYPD members of service as well as “debriefings for the debriefers.” For these efforts, Dr. Levenson was awarded Certificates of Merit from the NYPD Detectives Endowment Association and the National Fraternal Order of Police, Critical Incident Committee. Dr. Levenson is currently a consulting Department Police Surgeon for the Ulster County Sheriff’s Office in Kingston, NY. He was also a member of the Board of Directors of the 9/11 Police Aid Foundation, a not-for-profit organization. The Foundation was incorporated to provide charitable relief to any member, (retired or active), of any Police Department that has become ill or disabled in any way due to the effects of the terrorist attacks against this country on 9/11/01. The Foundation also provides aid and support to surviving family members of any officer that should succumb to such an illness or injury.","[Dr. Levenson is an amazing doctor! #nationaldoctorsday2015 #virtualflower1, Dr. Levenson is an amazing doctor! #nationaldoctorsday2015 #virtualflower1]",2,Clinical Psychology,212,"[Dizziness, Feeling anxious, Syncope, Panic disorder, Panic attacks, Anxiety, Vertigo]",Can anxiety cause dizziness and feeliing faint without feeling as if im scared or having a panic attack at the moment?
"Faint Other forms of anxiety can, other than panic disorders, but u need other symptoms of anxiety such as apprehension or sense of impending doom.",457537,0,137846,10014299,"57,618","Medical College of Baghdad Virginia Commonwealth University School of Medicine, VA",26years,"[7569692, 7401832, 10027677, 7430770, 10013897, 10014441, 10049935, 10014676, 10014592, 10049331, 11193644, 11832987, 10057975, 10038441, 10013875, 10038551, 10057031, 10014353, 10064429, 10040212]","177,466,560","[Depression, Bipolar disorder, Panic attacks, Sleep, Anxiety, ADHD, Feeling anxious, Psychiatry, Adderall, Alprazolam, Zoloft, Ritalin, Nervousness, Borderline personality disorder, Citalopram, Prozac, Bupropion, Celexa, Schizophrenia, Anorexia]","I graduated from Medical College of Virginia and have been in practice of Psychiatry for over 20 years, currently in Private Practice along with full-time work as an attending MD for a Residential Treatment Center for Adolescents in Newport News, Virginia. My interests and expertise include Mood disorders, Anxiety and Depression, Panic Disorder, Consultation Liason Psychiatry, as well as Addictionology. I am Board Certified in General Psychiatry & Adolescent Psychiatry.","[Dr. Ali is extremely knowledgeable, his answers always provide a wealth of resources and accurate information. His expertise in medicine and psychiatry together with his compassionate clinical excellence, give the best standard of ethics and care to Health Tap. I highly recommend Dr. Ali., Dr. Ali is always ready to jump in and help patients on HealthTap! He's highly knowledgeable and shares his expertise generously. I imagine his own patients consider him kind and approachable, and that they feel lucky to have him in their corner., Dr. Ali is easily one of the most ubiquitous presences on HealthTap -- sharing his huge breadth of knowledge, wisdom, and wit.  I've learned a great deal from him, and am grateful for his presence here.  Thanks, Dr. Ali!, I always see Dr Ali online giving expert advice on Fear of heights, Bipolar disorder, Panic attacks, Borderline personality disorder, Adderall. He also reviews apps and is a major contributer to the health tap community, I recommend Dr. Ali for his dedication to Healthtap, his clinical judgment, his fund of knowledge and his empathic interaction with those asking questions. He is an excellent clinician who responses can be trusted., Dr. ali gives superb advice in so many different areas apart from his excellent answers to just about all branches of psychiatry. I have personally learned much from and am very thankful to him.]",118,Psychiatry,"10,454","[Dizziness, Feeling anxious, Syncope, Panic disorder, Panic attacks, Anxiety, Vertigo]",Can anxiety cause dizziness and feeliing faint without feeling as if im scared or having a panic attack at the moment?
Yes Anxiety can cause many sx but u still need a good check up. 4 example the initial name of MS is frequently hysteria.,202432,0,137846,10052334,"5,659","University of Illinois, Chicago",52years,"[11682263, 10523999, 10038441, 11045923, 11125645, 12543253, 10000414, 11208135, 10049933, 10019047, 10052978, 20596297, 12474082, 12229824, 10530701, 12737571, 10075023, 11775371, 12777885, 11060227]","4,003,718","[Depression, Bipolar disorder, Schizophrenia, Panic attacks]","TTrained at Menninger School of Psychiatry in Topeka Kansas. Was chief of inpatient unit at Ireland Army Hospital Ft. Knox before going to Vietnam as 1st Division Psychiatrist 69-70. Returned to Normal Illinois where I've been in private practice. Still see outpatients three days a week for evaluation and treatment and consult out of town the other two days. Practice limited to nice patients! :) Married to Debbie R.N. who works in our office. Dr. Gabriel Telot is in the office with me--we've been friends since 1961. Also have five therapists in the office. I have five children (one is an informally adopted godson) and five grandchildren. Also two Yorkies. I've published a number of scientific papers, presented several at the APA & published four books (.see www.dougbey.com website)","[Dr Bey clearly has an exceptional knowledge base of psychiatry. He provides a valuable service to the public through Health Tap.  I recommend Dr. Bey., Great response and highly recommended- Dave, Good Answers, provide helpful feedback]",10,Psychiatry,"1,022","[Dizziness, Feeling anxious, Syncope, Panic disorder, Panic attacks, Anxiety, Vertigo]",Can anxiety cause dizziness and feeliing faint without feeling as if im scared or having a panic attack at the moment?
"Need for evaluation It is not feasible to provide a meaningful opinion without taking additional history, physical examination and may be some tests. It would be prudent to see your doctor as your symptoms warrant an evaluation.",1831397,3,1378609,10040414,"37,206","University of Pune, Armed Forces Medical College, India",44years,"[11080084, 10003512, 10057041, 11682263, 10000408, 10010426, 10056048, 10049991, 10007158, 11447928, 10009095, 10013897, 11045923, 11048549, 10056456, 10005507, 10003619, 10049366, 10530715, 10003048]","96,339,072","[Cancer, Nutrition, Cervical cancer, Ovarian cancer]","Currently I am serving as Walter L. Shepeard Chair in Clinical Pathology at Georgia Regents University. My previous engagements include serving as Professor of Pathology at University of Missouri-Kansas City School of Medicine, Professor of Pathology at the University of Pittsburgh, and Chief Medical Officer in the Department of Veterans Affairs Senior Executive Service. I received my MB,BS (MD) from Armed Forces Medical College, Pune, India, and a PhD in Medicine and MBA from University of Pittsburgh. I am board certified in Anatomic and Clinical Pathology, with certification for Special Competence in Immunopathology, and have Certification as Physician Executive. I discovered two genes relevant to Lung Biology and published over 100 papers in peer-reviewed journals.","[I have been following Dr. Singh's answers for some time and am impressed in how easily his answers get right to the heart of the questions. You might say that his answers all have a certain ""POP"" to them., Your dedication and commitment to providing quality health consultation on HealthTap is greatly admired and a true benefit to your patients. Keep up the good work., Dr. Singh provides very informative answers that are right on track with the questions asked.  He's a wonderful asset to the HealthTap community!, Dr Singh  addresses patient questions in a concise, clear manner, with  links for additional information.  Excellent physician!, Prolific and insightful, Dr. Singh is an important contributor valued by his patients and his physician colleagues., I recommend this doctor.  Very insightful and I learn something new from these answers]",155,Pathology,"10,970","[Sore throat, Earache, Jaw pain, Difficulty swallowing, Cancer, Oral cancer, Mouth cancer]","Possible i could have oral cancer?  but would your tongue and throat hurt at same time?  i also have ear pain, jaw pain, throat stings hard to swallow"
See OFP or ENT Orofacial pain specialists are experts in maxillofacial pathology disorders. Your symptoms should be viewed as a group of related conditions or separate issues. Rec.: schedule an appointment asap to prevent future complications. here is the link for more information: http://www.aaop.org/,1835299,0,1378609,12515014,"34,173","UCLA School of Dentistry, CA",31years,"[7569692, 12838194, 7553169, 7401832, 11080084, 10538896, 10056546, 11193644, 10073610, 10003512, 7430770, 10056744, 10000610, 11092579, 10057041, 11642873, 11682263, 11827603, 10014441, 10523999]","23,996,936","[TMJ syndrome, Sleep apnea, Facial pain, Trigeminal neuralgia, Headache disorders]","Dr. Paul Grin has accumulated extensive knowledge and experience throughout over 30 years of his practice in managing complicated cases. He is a board certified Orofacial Pain doctor, a Fellow of American Academy of Orofacial Pain, holds a Master’s degree in Public Health.","[I am grateful to Dr.Grin for educating not only myself, but all of us here at HealthTap about pain management, AND, moreover, I am grateful to him for his openness to the effects of psychotherapy. I have encountered many pain practitioners who devalue therapy as being unneeded, and that medication solves everything. No so for Dr. Grin, and I am relieved he is more forward thinking & collaborative!, What a great guy, excellent physician, wonderful colleague and all around genius in the area of pain as well in a surprising range of other areas.  I learn from him every day and have recommended that my own daughter read his information to help sort out her TMJ.  He does not hesitate to tackle any question and returns clear explanations of the most complex issues seasoned with true compassion., Dr. Grin is a wonderful colleague and physician. He is knowledgeable in multiple areas not only in the scope of pain management. His genuine compassion is evident not only in the way he cares for patients, but for the community of physicians here on HealthTap as well. We are all lucky to have him share his wisdom with us!, I am endorsing Dr. Grin. He is providing an excellent service to the public on Healthtap. The medical information  Dr Grin provides is accurate & understandable. Dr. Grin is clearly very knowledgeable about pain management and medicine in general., Have been reading Dr. Grin's responses and have been impressed with his lucid explanations of issues that are difficult to explain to non-medical personnel. He is thorough, concise, and provides excellent advice., I highly endorse Dr. Paul Grin as a HealthTap and HealthTap Prime as an expert. His commentaries and clinical insights are astute and educational to both patients and physicians. He is an asset to our community.]",79,Pain Management,"5,306","[Sore throat, Earache, Jaw pain, Difficulty swallowing, Cancer, Oral cancer, Mouth cancer]","Possible i could have oral cancer?  but would your tongue and throat hurt at same time?  i also have ear pain, jaw pain, throat stings hard to swallow"
"Cancer in mouth Most oral cancers are painless, which make them more challenging to find. May be a viral infection causing swellings and inflammation. Could be Mononucleosis.",1833534,0,1378609,11187633,221,Temple University Maurice H. Kornberg School of Dentistry,30years,"[12647808, 12515014, 11359806]","245,733","[Root canal, Abscess, Cancer, Sleep, Oral thrush, Candidiasis, Heart murmur, Tooth pain, Dental pain, Advil, False teeth, Oral Surgery, Dental caries, Caries, TMJ syndrome, Dentistry, Umbilical hernia, Massage, Surgery, Dislocation]",,"[This guy is a smart, modern and excellent dentist. Anyone would benefit being under his care!, I endorse this dentist., Great Dentist!!!]",1,Dentistry,82,"[Sore throat, Earache, Jaw pain, Difficulty swallowing, Cancer, Oral cancer, Mouth cancer]","Possible i could have oral cancer?  but would your tongue and throat hurt at same time?  i also have ear pain, jaw pain, throat stings hard to swallow"
"Maybe it is ribs Having all those tests you mentioned being negative is good, and seems to rule out a cardiac condition. Maybe it is a rib issue such as costochondritis. best wishes.",1834505,2,1379805,10002956,"26,793","Philadelphia College of Osteopathic Medicine University of Scranton Philadelphia College of Osteopathic Medicine, PA",25years,"[7553169, 7401832, 11080084, 11193644, 10073610, 11387377, 10003512, 7430770, 10056744, 11092579, 10040183, 10057041, 11682263, 12324491, 11827603, 10014441, 10523999, 11125605, 10010426, 10038441]","93,821,039",[Urinary Tract Infections],"Dr. Munshower is board certified in both Family Medicine and Geriatrics. He has been practicing medicine for over 20 years, and currently works in Newtown Square, PA. where he sees patients of all ages. He has received multiple awards and is consistently voted a TOP DOCTOR by his peers. He was voted the Delaware Counties number one doctor in Family Medicine as published in the Main Line Today magazine. In 2014 he was named the number one Doctor in the nation for Family Medicine, and was second overall for the TOP DOCTOR in the nation. He practices medicine by the Golden Rule-","[Recommend Dr. Munshower with the highest accolades.  His answers on Health Tap are thoughtful, caring and scientifically accurate.  He possesses the ability to answer patients questions intelligently while at the same time providing excellent health education and informing patients in a thoughtful manner.  The highest recommendation., Most people spend more time shopping for a new car than they select a physician. It's important to find a physician you trust and feel comfortable with. Dr. John C. Munshower is the only one you need to know. He is a human being who cares about people.  I'm really learning a lot from him. Highly recommended., I see many of Dr Munshower's patients.  I hear from them over and over how much they enjoy having him for their primary care doctor and that they think they are receiving excellent care from him., I fully recommend Dr. Munshower to anyone needing his help as he seems to care deeply about his field of Family Medicine. Great Physician and Colleague and asset to the community at HealthTap!, Dr. John Munshower is a knowledgeable, experienced, and caring physician.  His responses are clear, concise, and practical.  I am pleased to have Dr. Munshower as a colleague on Healthtap!, Dr. Munshower provides excellent, concise, accurate recommendations to patients' questions, that are well meaningful and relevant. I value his contributions to the Health Tap forum.]",111,Family Medicine,"5,819","[Chest pain, Stress, Chest tightness, Chest pressure, Angina, Echo, Electrocardiogram, Roentgen rays, Stress test]","Mild random chest pain on left side of chest.. usually under breast. Almost feels like ribs. Had EKG, bw, stress test, ECHO and xray..all normal?!"
Not your heart Your heart has been ruled out as the cause.,1834491,1,1379805,10053027,"21,537","University of Maryland School of Medicine, MD",39years,"[10004464, 11089577, 10025116, 10014592, 11125645, 11196657, 12770019, 11079326, 10003048, 12653404, 10000408, 10057041, 12381652, 12543253, 11183952, 11168851, 12653432, 11499250, 11453610, 10056048]","63,592,770","[Chest pain, Heart attack, Heart diseases, Congestive heart failure]","Fellow of the American College of Physicians, the American College of Cardiology, and the American Society of Cardiac Angiography and Intervention. Over 30 years of practice experience, Board certified in internal medicine and cardiology; 20 years experience with invasive cardiology, now semi-retired, continues to work part-time at the Cleveland Clinic in Ohio.","[Dr. Werner is a highly knowledgeable, compassionate and caring physician (cardiologist) who has helped countless people on HealthTap. His thank you notes are a testimony to how much the people he helps appreciate him. I'd like to add my THANK YOU too., This highly knowledgeable physician is amazingly articulate and responds to complex questions with clear and easily understood explanations. Would certainly use him as my cardiologist if he were closer., Knowledgeable, dedicated, experienced, and caring. Excellent and to the point answers and advice A real asset to the HealthTap community. Thank you for your contributions., I have known Dr. Werner and follow his experty in cardiovascular health since I joined HealthTap. He is a knowledgeable and dedicated physician whom I highly recommend., Excellent,  well explained and timely responses.  He is highly recognized in the  cardiology  community and a terrific clinical resource for healthtap., Dr. Werner provides among the best answers on Health Tap. His answers are accurate, understandable, always informative, reliable and compassionate.]",88,Cardiology,"5,745","[Chest pain, Stress, Chest tightness, Chest pressure, Angina, Echo, Electrocardiogram, Roentgen rays, Stress test]","Mild random chest pain on left side of chest.. usually under breast. Almost feels like ribs. Had EKG, bw, stress test, ECHO and xray..all normal?!"
"Rib Pain If cardiac work up is NEGATIVE, It may possibly be Costochondritis (musculoskeltal origin). One simple test you may do is take a deep breath in and press on the site where you typically get the pain, If the same pain is reproduced when pressing upon deep inspiration, it is most likely musculoskeletal in origin. You should visit your doctor to discuss this, however.",1834538,1,1379805,12733259,318,"New York Institute of Technology New York College of Osteopathic Medicine, NY",22years,"[10530715, 11682263, 12324491, 11195338, 11045923, 12653404, 11125609, 10002956, 10003048, 10038570, 10003096, 10014887, 10038619, 10014299, 11159654, 10057039, 12448499, 12647808, 11194676, 10007158]","209,440","[Vitiligo, Hair loss, Chemical and laser treatment for melasma, Facial peels, Laser therapy, Cosmetic surgery]","Board Certified Dermatologist, Cosmetic Surgeon & Laser Specialist. Full spectrum Dermatology practice offering Medical, Surgical and Cosmetic Dermatology. Special procedures offered: Skin Whitening, Laser Therapy for hair loss, Novel treatments for vitiligo, weight management and much more.","[Dr Shah is providing an excellent service to the public via Healthtap. He is clearly a very knowledgeable  Dermatologist. I endorse Dr. Shah., Dr. Shah is a dedicated physician educator who had contributed tremendously to patients on Healthtap!]",3,Dermatology,98,"[Chest pain, Stress, Chest tightness, Chest pressure, Angina, Echo, Electrocardiogram, Roentgen rays, Stress test]","Mild random chest pain on left side of chest.. usually under breast. Almost feels like ribs. Had EKG, bw, stress test, ECHO and xray..all normal?!"
"Ok it appears you are most likely allergic to this medication. Avoid it on the future and let your dr. and pharmacist know of your allergy, as they may want you to also take Benadryl (diphenhydramine) if the symptoms are not improving, or even some other meds if deemed necessary.",1835835,1,1380387,10002956,"26,793","Philadelphia College of Osteopathic Medicine University of Scranton Philadelphia College of Osteopathic Medicine, PA",25years,"[7553169, 7401832, 11080084, 11193644, 10073610, 11387377, 10003512, 7430770, 10056744, 11092579, 10040183, 10057041, 11682263, 12324491, 11827603, 10014441, 10523999, 11125605, 10010426, 10038441]","93,821,039",[Urinary Tract Infections],"Dr. Munshower is board certified in both Family Medicine and Geriatrics. He has been practicing medicine for over 20 years, and currently works in Newtown Square, PA. where he sees patients of all ages. He has received multiple awards and is consistently voted a TOP DOCTOR by his peers. He was voted the Delaware Counties number one doctor in Family Medicine as published in the Main Line Today magazine. In 2014 he was named the number one Doctor in the nation for Family Medicine, and was second overall for the TOP DOCTOR in the nation. He practices medicine by the Golden Rule-","[Recommend Dr. Munshower with the highest accolades.  His answers on Health Tap are thoughtful, caring and scientifically accurate.  He possesses the ability to answer patients questions intelligently while at the same time providing excellent health education and informing patients in a thoughtful manner.  The highest recommendation., Most people spend more time shopping for a new car than they select a physician. It's important to find a physician you trust and feel comfortable with. Dr. John C. Munshower is the only one you need to know. He is a human being who cares about people.  I'm really learning a lot from him. Highly recommended., I see many of Dr Munshower's patients.  I hear from them over and over how much they enjoy having him for their primary care doctor and that they think they are receiving excellent care from him., I fully recommend Dr. Munshower to anyone needing his help as he seems to care deeply about his field of Family Medicine. Great Physician and Colleague and asset to the community at HealthTap!, Dr. John Munshower is a knowledgeable, experienced, and caring physician.  His responses are clear, concise, and practical.  I am pleased to have Dr. Munshower as a colleague on Healthtap!, Dr. Munshower provides excellent, concise, accurate recommendations to patients' questions, that are well meaningful and relevant. I value his contributions to the Health Tap forum.]",111,Family Medicine,"5,819","[Hypersensitivity, Tricor, Lipid, Fenofibrate, Allergies]","I take fenofibrate lipid regulating agent,thus it trigger allergy.eg.sneezing watery nose,redness of both eyes,itchiness of tongue with preckles ontop?"
Any Medication can trigger alleegic reaction. call your prescriber . OTC antihistamines can be helpful,1835778,0,1380387,11775371,"13,016","Lyceum Northwestern, Dr. Francisco Q. Duque Medical Foundation, Philippines",25years,"[7569692, 7553169, 7401832, 11080084, 10073610, 10003512, 7430770, 10056744, 10057041, 11682263, 12324491, 11827603, 10523999, 11889558, 10010426, 10051802, 10040212, 7742792, 11422481, 11395347]","19,803,208","[Diabetes, Human immunodeficiency virus, Constipation, Asthma, Suboxone, Hyperlipidemia, Weight loss program]","My name is Jovita Anyanwu married with three children, received my medical education from Lyceum Northwestern and completed residency in Primary care internal medicine from John Stroger Hospital Chicago. I believe in comprehensive approach to medical health and have practiced in both state and private general medicine. I enjoy playing soccer","[I do recommend Dr. Anyanwu with no reservation  to anyone seeking for a caring, comprehensive care from his specialty because I have been impressed with his pointed answers to inquiry with knowledge, wit, and kindness.

So, see him whenever you may need his service.

(James) Chin-Ti Lin
www.formefirst.com, Dr. Jovita Anyanwu is an excellent diagnostician and a caring physician.  This is evident in her clear, concise, and knowledgeable patient responses.  Her tip tap contributions are also very informative.  I am pleased to serve with Dr. Anyanwu as a colleague on healthtap., Dr. Anyanwu has been an excellent addition to the Healthtap team. Her answers show experienced clinical judgment and are clear and to the point. I recommend her without reservation. D. Jacobson, MD, Dr Anyanwu has consistently shown thoughtful and useful advise to patients in his interactions. He is an expert in his field. 

I highly recommend him for your health care needs !, I recommend Dr. Anyanwu. I look forward to reading the information she shares on Healthtap. She provides accurate, clear & compassionate responses. I endorse Dr. Anyanwu., Patient with all his answers despite questions that may seem trivial and unnecessary. Knowledgeable and kind in his replies to all questions. Thank You Dr. Jovita.]",58,Internal Medicine,"3,152","[Hypersensitivity, Tricor, Lipid, Fenofibrate, Allergies]","I take fenofibrate lipid regulating agent,thus it trigger allergy.eg.sneezing watery nose,redness of both eyes,itchiness of tongue with preckles ontop?"
Fenofibrate The pattern is not consistent with an allergy to this drug. asthma like symptoms can rarely occur to Fenofibrate but the eyes and nose are involved as you describe it is almost always an inhalant.,1835777,0,1380387,10011418,"3,038","Philadelphia College of Osteopathic Medicine, PA",51years,"[10005831, 11080084, 10014592, 10005107, 10530715, 10071091, 10027773, 10049933, 10005209, 10052978, 11387377, 10010426, 12653432, 10056456, 10014627, 10064692, 10027730, 10014344, 11194676, 10075023]","6,304,159","[Allergies, Asthma, Immune diseases, Latex allergy, Migraine, Fibromyalgia]",Certified internal Medicine and Allergy/ Immunology. Masters in Occupational Medicine-Toxicology. In practice in Hurst TX 42 years.,[Dr Cordas knows what he is talking about and he is able to gently but firmly get his point across. He is a great asset to Health Tap!],11,Internal Medicine,"1,142","[Hypersensitivity, Tricor, Lipid, Fenofibrate, Allergies]","I take fenofibrate lipid regulating agent,thus it trigger allergy.eg.sneezing watery nose,redness of both eyes,itchiness of tongue with preckles ontop?"
Yes you can,1836622,1,1380683,12463891,"2,956","Universidad de San Andres, Bolivia",50years,"[11195338, 11827603, 11755506, 10049366, 11832999, 11139349, 11194676, 10011998, 11144895, 11996614, 12499767, 12653404, 10054675, 12763938, 26076779, 12611546, 10072614, 11189779, 10023207, 12647755]","5,705,696","[Polycystic ovarian syndrome, Diabetes, Endocrinology, Thyroid, Diabetes, Rotterdam polycystic ovarian syndrome (PCOS) panel, Thyroid]","I was born in Bolivia but I settled in New York 45 years ago. When not working, I sail a little. I deal with hormones, those magic molecules rponsible for most of our inner selves. Feel to ask questions before a formal visit.","[Great doctor. Consistently gives thoughtful, insightful and expert advice.]",36,Internal Medicine,"1,969","[Asymptomatic, Strep throat, Fever, Sore throat, Swollen tonsils]","Can you have strep throat but with no symptoms? I do have swollen tonsils, white spots, and a sore throat, but no fever, aches, etc. I feel fine.."
Yes you can get checked for strep.,1836653,0,1380683,11885554,"16,052","University of Toledo College of Medicine, OH",32years,"[7569692, 7401832, 10038868, 10071091, 11447928, 10056546, 11193644, 11050720, 11126794, 10073610, 10014830, 10052334, 10014441, 12770019, 11387377, 12653404, 10004448, 10013293, 11204938, 10052353]","18,555,109","[Diabetes, Women's health, Hyperlipidemia, hypertension]",family practice and deal with all types of problems,"[I have been impressed with Dr. Minich pointed answers with knowledge, depth, wit, and kindness. So, I highly recommend her to anyone looking for care / service from her specialty without reservation. 

(James) Chin-Ti Lin, M.D., Dr. Minich is a dedicated doctor, who has been actively answering complex medical questions with compassion, and insight. She provides practical and solutions  and recommendations for patients. Great HealthTeam Expert., I highly endorse Dr. Diane Mimich as an expert in her field and as an asset to the HealthTap community of experts. She is knowledgeable, insightful and empathetic. I think that she is an asset  to our physician panel., I have learned a great deal from Dr. Minich here on HealthTap and have learned a great deal from her thoughtful, expert, and helpful answers to her patients. I look forward to learning more from her!, I recommend Dr. Minich. She is providing a valuable service to the public via healthtap. She provides sensible, accurate and respectful input. I endorse Dr. Minich., Dr. Minich is an extremely knowledgeable physician who obviously care greatly for her patients and their health. She is a terrific asset to the Healthtap community!]",56,Family Medicine,"3,086","[Asymptomatic, Strep throat, Fever, Sore throat, Swollen tonsils]","Can you have strep throat but with no symptoms? I do have swollen tonsils, white spots, and a sore throat, but no fever, aches, etc. I feel fine.."
"See below Could be a mild case of strep throat (pharyngitis). However, sore throat even with white spots is often caused by viral infection.",1836644,0,1380683,10000610,"10,104","Yonsei University College of Medicine, Republic of Korea",,"[11080084, 11387377, 10003512, 10070856, 10002907, 10057041, 10010426, 10049991, 10007158, 10009095, 11188319, 10014830, 10014428, 10000059, 10049366, 10530715, 10040350, 10070348, 10003048, 10000414]","7,078,968","[Hepatitis, Birth defects, Infectious diseases, Frequent ear infections, Asthma in children]","Most experienced pediatrician in Permian Basin (over 30 years of clinical practice, Medical educator for 19 years as professor of pediatrics), pursuing excellence in patient care.","[Good Knowledgeable answers and Caring Approach, Thanks for taking such good care of the kids!, Accurate, precise answers.  Impressive., Very timely and accurate responses., Great answers. Very precise., Excellent physician!]",16,Pediatrics,"1,779","[Asymptomatic, Strep throat, Fever, Sore throat, Swollen tonsils]","Can you have strep throat but with no symptoms? I do have swollen tonsils, white spots, and a sore throat, but no fever, aches, etc. I feel fine.."
Generally you can't Unless you have a fever or swollen limb which may suggest a clot more than sciatica otherwise not very specific. I would suggest ruling out the clot first and then workup the sciatica issue afterwards.,1883072,4,1382646,12324491,"13,078",Touro University California College of Osteopathic Medicine,12years,"[7553169, 10538896, 10056546, 11387377, 10013996, 10005496, 10070856, 10002907, 10057041, 10011913, 10002162, 11682263, 10014344, 12324491, 11195338, 10058367, 10014441, 10005085, 12770019, 10523999]","7,297,552","[Sciatica, Pain in the back, Epidural steroid injection, Osteoarthritis, Neck pain, Migraine, Botox, MRI of spine, Radiofrequency ablation, Rhizotomy, Complex regional pain syndrome, Lumbar facet injection, Stem cell therapy, Nerve injury, Lumbar facet rhizotomy, Xray of spine, Lumbar sympathetic block, Stellate ganglion block, Percutaneous discectomy]","Dr. Qamar Khan, DO is a board certified Pain & Spine Specialist. He has had extensive training in Orthopedics, Physical Medicine &Rehabilitation, Sports Medicine, Neurology and Anesthesia Based Interventional Pain Management which makes him one of the most well rounded and best trained physician in the country. He currently is the *ONLY* Board Certified Physical Medicine & Rehabilitation (Physiatrist) doctor who has completed an Accredited Academic University Based Pain Fellowship in the entire state of Utah. We are now the ONLY certified providers for Utah offering the Nation's Most Advanced Stem Cell and Platelet Therapy options (Regenexx Stem Cell Procedures) for those patients with degenerative joint disease, degenerative disc disease and sports injuries who want to avoid surgery.","[Dr. Khan has provided great answers to difficult questions. He has also been supportive, helpful, and a wonderful Health Tap physician, who takes to time to  help new doctors with the platform. He is a wealth of knowledge, and great clinical information. Great job!, Dr. Qamar Khan offers great responses on Healthtap. He is very good at his craft and his knowledge comes through clearly and succinctly. It is great to have such an active pain management doc on Healthtap. We will all be enriched by his responses., Excellent well thought out answers. An excellent resource for patients and an asset to healthtap. Anybody who takes their personal time, to answer patient questions and does so without anything in return is fine by me., Dr. Khan consistently answers challenging questions with knowledge , patience and compassion. It's a great privilege to be his colleague here on Healthtap. I highly recommend Dr. Khan., I have just reviewed several of Dr. Khan's answers and from what I 've seen they have all been thoughtful, concise without being glib, in plain language, and they answer the question!, Dr. Kahn is very knowledgeable, thoughtful and answers complex questions in a straightforward easily understandable manner.  He is an outstanding asset to the HealthTap community.]",27,Pain Management,"1,063","[D dimer, Ultrasound of lower extremity veins]",How do I distinguish pain from my sciatica in both legs from a blood clot?I get scared because the pains I Get from hip to foot.Pain similar 2 dvt?
